Time,PacketSize,Protocol,Sender,Receiver
2.47077,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.4722,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.47354,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.47533,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.47643,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.4775,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.4786,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.47988,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.48139,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.48272,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.48404,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.48537,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.48681,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.48823,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.48967,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.49083,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.49243,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.49366,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.49475,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.49594,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.49737,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.49847,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.49954,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.50073,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.50206,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.50317,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.5048,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.50654,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.50777,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.50937,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.51056,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.51165,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.51329,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.51436,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.51632,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.51767,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.51923,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.52051,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.52173,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.52315,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.5243,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.52585,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.52707,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.52875,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.53035,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.53189,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.53366,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.53499,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.53613,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.53778,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.5393,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.54065,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.54197,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.54373,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.5448,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.54653,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.54791,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.54917,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.551,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.55242,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.55385,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.55543,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.55668,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.5581,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.55986,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.5614,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.56258,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.56372,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.56542,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.56674,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.56847,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.56982,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.57134,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.57328,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.57437,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.57545,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.57666,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.57792,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.57939,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.58048,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.58165,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.58294,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.58431,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.5855,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.58658,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.58809,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.58942,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.59078,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.5922,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.59355,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.59495,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.59611,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.5974,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.59916,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.6005,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.6017,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.60289,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.60449,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.60574,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.60713,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.6084,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.60977,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.6111,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.61222,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.61394,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.6152,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.61635,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.61757,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.61935,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.62046,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.62154,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.62296,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.62441,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.62571,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.62717,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.62853,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.62986,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.63111,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.63269,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.63403,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.63507,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.63613,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.63765,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.63937,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.6408,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.64205,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.64372,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.64545,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.64655,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.64778,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.64904,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.65014,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.65134,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.65326,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.65439,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.65553,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.65704,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.65852,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.6599,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.66137,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.66297,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.6641,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.66571,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.66705,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.66817,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.66973,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.6712,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.67316,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.67492,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.67668,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.67798,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.67947,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.68061,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.682,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.68336,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.68476,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.68589,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.68707,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.68876,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.68992,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.69106,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.69253,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.69358,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.69464,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.69653,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.69834,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.69973,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.70156,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.70321,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.70438,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.70566,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.70721,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.70838,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.70982,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.71095,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.71215,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.71333,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.71444,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.71557,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.71676,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.71795,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.71907,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.72028,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.72176,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.72305,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.72451,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.72602,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.72748,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.72911,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.7303,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.73146,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.73287,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.73403,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.73532,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.73654,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.73762,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.73872,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.73979,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.74114,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.7423,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.74374,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.74491,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.74607,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.74783,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.74925,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.75094,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.75212,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.7534,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.75493,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.75645,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.75766,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.75912,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.76026,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.76187,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.76308,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.76426,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.7659,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.76734,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.76878,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.77013,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.77119,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.77236,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.77386,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.7757,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.77689,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.77841,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.77965,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.78092,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.78205,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.78377,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.78492,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.78608,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.78736,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.78886,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.79032,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.7917,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.79295,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.79442,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.79553,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.79724,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.7984,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.79963,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.80105,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.80241,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.80396,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.80508,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.80665,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.80797,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.80941,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.81083,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.81201,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.81367,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.81552,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.81687,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.8185,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.81992,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.8218,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.8237,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.8252,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.82642,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.82754,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.82942,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.83065,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.83185,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.8332,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.83473,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.83636,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.83822,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.83978,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.84135,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.84242,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.84434,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.84576,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.84715,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.84825,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.84982,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.85129,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.85261,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.85399,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.85539,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.85676,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.85806,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.85935,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.8607,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.86204,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.86374,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.86479,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.86666,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.86829,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.86939,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.87089,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.87201,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.8733,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.87461,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.87585,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.87705,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.87858,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.87982,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.88111,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.88242,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.88417,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.88586,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.88698,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.88832,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.88981,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.8911,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.8923,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.89347,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.89475,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.89609,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.89759,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.89872,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.9001,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.90138,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.90253,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.9043,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.90582,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.90781,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.90889,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.91032,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.91202,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.9138,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.91558,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.91664,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.91805,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.91952,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.92081,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.92215,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.92334,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.92499,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.92656,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
2.92774,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
