Time,PacketSize,Protocol,Sender,Receiver
6.60046,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.60155,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.60271,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.60408,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.60528,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.60656,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.60828,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.60972,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.61121,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.61265,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.61396,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.61527,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.61647,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.61826,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.62016,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.62123,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.62247,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.6243,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.62546,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.62726,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.62889,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.63035,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.63142,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.63291,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.63402,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.63549,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.63729,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.63853,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.63989,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.64146,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.64299,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.64431,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.64546,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.64684,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.64821,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.64974,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.65134,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.65259,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.65416,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.65543,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.65709,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.65895,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.66045,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.66164,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.66283,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.66441,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.66553,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.66661,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.66772,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.66895,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.67023,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.67171,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.67314,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.67452,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.67568,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.67728,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.67874,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.68069,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.68183,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.6832,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.68489,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.68623,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.68807,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.6895,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.69104,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.69229,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.69396,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.69532,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.69652,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.69798,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.69956,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.70083,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.70242,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.70354,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.70486,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.70614,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.70728,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.70845,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.70999,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.71144,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.71287,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.71464,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.71599,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.71737,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.71923,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.72037,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.72157,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.72263,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.72392,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.72497,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.72621,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.72746,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.72853,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.72974,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.73116,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.73236,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.73396,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.73515,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.73634,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.73747,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.73859,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.73981,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.74102,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.74213,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.74335,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.74442,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.74567,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.74742,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.74853,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.75026,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.75156,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.75293,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.75431,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.75561,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.75693,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.75869,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.76039,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.76148,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.76326,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.76439,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.76549,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.7669,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.76823,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.76967,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.77079,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.77226,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.77363,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.77484,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.77628,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.77751,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.77948,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.78071,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.78208,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.78324,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.78456,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.78633,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.78742,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.78889,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.79026,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.7914,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.79248,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.79429,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.79548,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.79672,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.79822,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.79954,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.80073,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.80213,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.80363,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.80507,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.80618,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.80745,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.80887,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.81045,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.81176,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.81289,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.81411,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.8155,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.81684,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.81822,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.81945,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.82093,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.82233,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.82365,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.8248,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.82607,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.82724,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.8287,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.83018,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.83208,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.83335,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.83471,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.83582,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.83709,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.83835,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.83969,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.84089,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.8423,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.84385,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.84519,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.84643,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.84777,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.84914,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.85025,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.85149,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.85331,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.85464,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.85574,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.85697,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.85868,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.8602,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.86187,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.86363,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.86533,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.8667,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.86799,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.86924,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.8706,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.87177,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.87311,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.87435,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.87559,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.87707,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.87874,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.87998,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.88133,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.88296,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.88411,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.88579,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.88697,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.88824,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.88978,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.89086,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.89211,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.89357,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.89475,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.89599,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.89708,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.89817,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.89933,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.90102,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.90227,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.90357,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.90463,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.90582,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.907,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.90817,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.91001,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.91152,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.91282,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.91411,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.91574,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.91726,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.91835,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.92022,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.9217,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.92294,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.92448,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.92598,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.92724,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.92855,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.93034,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.9322,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.93342,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.93514,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.93641,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.93809,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.93955,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.94113,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.94244,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.94403,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.94516,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.94666,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.94842,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.94971,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.95138,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.95251,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.95396,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.95558,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.95716,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.95823,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.9595,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.96137,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.96288,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.96422,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.9653,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.96701,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.96805,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.96932,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.97056,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.97164,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.97343,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.9748,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.97589,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.9773,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.97897,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.98068,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.98207,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.98315,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.98421,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.98526,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.98701,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.98851,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.98975,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.99103,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.99302,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.99438,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.99578,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.99699,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.99827,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
6.99971,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.00092,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.00205,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.00318,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.00436,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.00544,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.00684,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.00855,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.00984,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.01139,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.01255,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.01378,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.01493,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.01616,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.01794,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.01915,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.02042,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.02181,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.02301,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.02474,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.02598,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.02756,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.02938,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.03054,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.0317,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.03317,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.03444,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.03579,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.03714,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.03836,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.03947,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.04101,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.04269,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.04432,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.04545,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.04735,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.04847,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.04964,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.05079,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.05223,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.05349,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
7.05515,540,2048,01-06-00:00:00:00:00:01,01-06-00:00:00:00:00:03
